"","person","FK_9","FK_10","FK_11","FK_12","sus_1","sus_2","sus_3","sus_4","Height","Weight","recipe_id","fsa_score","liked_recipes","prepare_recipes","fit_preference","know_many","recommend_recipe","many_to_choose","easy_choice","choice_overwhelming","sys_time","unders_sys","many_actions","under_1","under_2","under_3","n_condition","choice_satisfaction","choice_difficulty","perceived_effort","SFD","Sustain","understand","conditionnoLabel","conditionLabel","conditionHashtags","conditionExplanation"
"118",2085,5,4,4,4,5,5,5,1,172,70,2803,6,4,4,3,3,4,3,2,2,2,2,3,4,4,4,1,3.75,2.33333333333333,2.33333333333333,4.25,4,4,0,1,0,0
"119",2086,4,4,3,4,3,2,3,3,169,54,2955,5,4,3,4,1,3,2,2,1,2,1,2,4,2,3,1,3.5,1.66666666666667,1.66666666666667,3.75,2.75,3,0,1,0,0
"120",2083,4,4,5,4,4,4,4,4,157,72,2955,5,5,5,5,4,5,1,1,1,1,1,2,4,5,5,1,5,1,1.33333333333333,4.25,4,4.66666666666667,0,1,0,0
"121",3005,3,4,2,3,3,2,4,2,162,65,5989,10,4,3,4,1,2,4,4,2,1,1,1,4,2,4,3,3.25,3.33333333333333,1,3,2.75,3.33333333333333,0,0,1,0
"122",3010,4,4,5,5,4,4,5,5,150,45,936,4,5,4,4,3,4,2,2,1,1,1,1,4,3,4,3,4.25,1.66666666666667,1,4.5,4.5,3.66666666666667,0,0,1,0
"123",3011,4,4,4,4,4,2,4,3,177,80,2483,6,5,4,4,3,4,2,2,3,1,2,2,4,4,4,3,4.25,2.33333333333333,1.66666666666667,4,3.25,4,0,0,1,0
"124",3014,4,4,4,4,4,4,4,2,165,61,446,6,4,3,4,4,4,1,2,1,1,1,5,5,5,5,3,3.75,1.33333333333333,2.33333333333333,4,3.5,5,0,0,1,0
"125",3019,4,4,4,4,4,3,4,3,165,81,1005,4,5,5,4,2,4,2,1,1,1,2,4,4,4,4,3,4.5,1.33333333333333,2.33333333333333,4,3.5,4,0,0,1,0
"126",3015,3,4,4,4,4,4,4,2,171,95,2210,6,4,4,4,2,4,2,2,2,2,2,2,4,4,3,3,4,2,2,3.75,3.5,3.66666666666667,0,0,1,0
"127",3018,4,4,4,4,4,3,4,2,165,89,3649,10,4,4,5,3,3,2,2,2,2,2,3,4,4,4,3,4,2,2.33333333333333,4,3.25,4,0,0,1,0
"128",3021,4,4,4,4,4,4,5,3,154,63,200,6,4,4,4,2,3,1,1,1,1,1,1,5,3,4,3,3.75,1,1,4,4,4,0,0,1,0
"129",3013,3,4,4,4,4,3,2,2,182,97,236,6,3,4,4,2,3,4,4,1,2,2,2,2,2,2,3,3.5,3,2,3.75,2.75,2,0,0,1,0
"130",3025,4,4,4,5,4,2,3,2,164,70,200,6,3,2,3,1,2,3,4,3,2,2,2,4,4,3,3,2.5,3.33333333333333,2,4.25,2.75,3.66666666666667,0,0,1,0
"131",3016,3,4,3,3,5,2,4,2,160,75,1005,4,4,5,4,3,4,4,3,2,1,1,2,4,5,4,3,4.25,3,1.33333333333333,3.25,3.25,4.33333333333333,0,0,1,0
"132",3017,4,5,3,5,3,2,4,2,150,174,5609,10,4,3,4,2,4,1,3,2,2,2,4,4,4,4,3,3.75,2,2.66666666666667,4.25,2.75,4,0,0,1,0
"133",3020,3,3,1,3,4,2,2,4,161,120,494,6,4,4,4,5,4,1,2,2,2,2,4,4,4,4,3,4,1.66666666666667,2.66666666666667,2.5,3,4,0,0,1,0
"134",3024,4,4,4,4,5,4,5,3,164,68,2329,5,2,1,2,1,1,1,3,2,1,2,3,1,3,1,3,1.5,2,2,4,4.25,1.66666666666667,0,0,1,0
"135",3023,4,4,3,4,3,3,3,2,180,65,3735,10,4,3,4,3,3,5,4,4,3,2,3,4,3,4,3,3.5,4.33333333333333,2.66666666666667,3.75,2.75,3.66666666666667,0,0,1,0
"136",3026,3,3,2,2,4,3,3,2,182,101,6345,10,4,4,4,3,4,4,3,2,2,2,4,4,4,4,3,4,3,2.66666666666667,2.5,3,4,0,0,1,0
"137",3038,4,5,4,4,4,3,4,1,157,50,446,6,4,3,4,1,3,2,4,2,2,2,2,2,3,3,3,3.5,2.66666666666667,2,4.25,3,2.66666666666667,0,0,1,0
"138",3028,4,4,4,4,4,3,5,3,157,74,200,6,4,4,4,1,4,1,2,1,2,2,2,4,2,4,3,4,1.33333333333333,2,4,3.75,3.33333333333333,0,0,1,0
"139",3032,3,4,4,3,3,2,4,2,157,58,5687,10,4,4,5,3,4,4,3,2,2,2,2,4,5,4,3,4.25,3,2,3.5,2.75,4.33333333333333,0,0,1,0
"140",3031,4,4,4,5,3,4,3,3,152,50,494,6,4,3,4,2,4,1,2,1,1,1,1,5,5,5,3,3.75,1.33333333333333,1,4.25,3.25,5,0,0,1,0
"141",3034,4,4,4,4,4,3,4,2,160,62,446,6,4,4,4,1,4,1,2,2,1,1,2,2,4,4,3,4,1.66666666666667,1.33333333333333,4,3.25,3.33333333333333,0,0,1,0
"142",3043,4,4,4,4,4,3,3,2,163,51,236,6,4,3,4,3,3,2,2,2,2,2,2,4,4,4,3,3.5,2,2,4,3,4,0,0,1,0
"143",3044,4,4,4,4,4,3,4,2,170,125,1005,4,5,5,5,2,4,2,2,2,2,1,2,5,5,5,3,4.75,2,1.66666666666667,4,3.25,5,0,0,1,0
"144",3041,3,4,3,3,4,3,3,1,160,78,3649,10,3,2,2,2,3,4,4,2,2,3,3,2,3,4,3,2.5,3.33333333333333,2.66666666666667,3.25,2.75,3,0,0,1,0
"145",3042,4,4,4,4,4,5,4,2,170,76,1005,4,4,4,4,2,3,4,3,2,1,1,2,4,4,4,3,3.75,3,1.33333333333333,4,3.75,4,0,0,1,0
"146",3048,3,4,3,2,4,2,2,1,155,122,2955,5,4,4,4,4,4,2,1,1,1,1,3,5,4,3,3,4,1.33333333333333,1.66666666666667,3,2.25,4,0,0,1,0
"147",3051,3,4,3,4,3,2,4,3,153,54,2282,6,4,4,4,3,4,4,4,2,2,3,2,4,2,3,3,4,3.33333333333333,2.33333333333333,3.5,3,3,0,0,1,0
"148",3052,4,3,4,4,4,3,4,3,163,60,494,6,4,4,3,1,4,4,4,4,4,2,3,2,3,4,3,3.75,4,3,3.75,3.5,3,0,0,1,0
"149",3049,5,5,5,5,5,4,3,2,181,81,936,4,4,4,5,2,4,3,4,2,2,1,2,4,5,4,3,4.25,3,1.66666666666667,5,3.5,4.33333333333333,0,0,1,0
"150",3050,4,5,3,5,5,3,4,1,177,70,446,6,4,5,4,2,3,1,1,1,1,1,1,4,4,3,3,4,1,1,4.25,3.25,3.66666666666667,0,0,1,0
"151",3055,4,4,3,4,5,4,4,4,173,82,3649,10,4,2,4,1,1,4,4,2,1,2,4,2,3,4,3,2.75,3.33333333333333,2.33333333333333,3.75,4.25,3,0,0,1,0
"152",3056,4,4,4,4,4,3,4,2,162,69,1005,4,4,3,4,2,3,2,3,1,3,3,3,3,4,3,3,3.5,2,3,4,3.25,3.33333333333333,0,0,1,0
"153",3060,4,5,4,4,5,5,5,1,165,88,2746,5,4,2,3,1,2,2,2,1,1,3,2,2,1,3,3,2.75,1.66666666666667,2,4.25,4,2,0,0,1,0
"154",3076,5,5,5,5,5,4,5,5,6,1,1151,5,4,4,5,1,3,1,1,1,1,1,1,5,5,5,3,4,1,1,5,4.75,5,0,0,1,0
"155",3062,4,4,4,5,4,3,3,3,178,90,200,6,4,4,4,2,3,2,2,2,2,2,1,4,3,3,3,3.75,2,1.66666666666667,4.25,3.25,3.33333333333333,0,0,1,0
"156",3066,3,3,3,3,4,3,3,3,167,81,2871,6,4,4,4,3,4,2,2,2,2,2,2,4,3,4,3,4,2,2,3,3.25,3.66666666666667,0,0,1,0
"157",3064,4,4,4,4,4,4,4,2,168,60,3735,10,4,4,4,2,3,2,2,3,2,2,3,4,4,4,3,3.75,2.33333333333333,2.33333333333333,4,3.5,4,0,0,1,0
"158",3068,4,5,5,5,5,4,5,4,165,53,236,6,4,4,5,2,5,2,2,1,1,1,4,4,4,4,3,4.5,1.66666666666667,2,4.75,4.5,4,0,0,1,0
"159",3065,5,5,5,5,5,4,5,5,163,65,446,6,5,5,4,3,5,1,1,1,1,1,2,5,4,5,3,4.75,1,1.33333333333333,5,4.75,4.66666666666667,0,0,1,0
"160",3072,3,4,4,4,4,1,4,2,63,113,2483,6,4,3,4,3,4,4,2,2,2,2,4,4,3,4,3,3.75,2.66666666666667,2.66666666666667,3.75,2.75,3.66666666666667,0,0,1,0
"161",3070,5,5,4,5,5,3,4,4,168,81,200,6,4,4,4,2,4,2,2,1,1,2,2,4,4,4,3,4,1.66666666666667,1.66666666666667,4.75,4,4,0,0,1,0
"162",3067,4,5,5,4,3,4,3,3,155,56,5822,10,3,3,3,2,3,1,2,3,3,3,1,2,2,2,3,3,2,2.33333333333333,4.5,3.25,2,0,0,1,0
"163",3069,4,4,4,4,4,2,3,3,166,85,2955,5,2,2,4,2,2,2,4,2,2,2,2,4,4,4,3,2.5,2.66666666666667,2,4,3,4,0,0,1,0
"164",3075,4,4,4,4,4,1,3,3,165,74,3573,10,4,4,4,5,4,2,2,2,2,2,2,4,4,4,3,4,2,2,4,2.75,4,0,0,1,0
"165",3071,3,4,3,4,4,2,4,2,163,55,2803,6,4,4,4,2,3,2,2,1,1,2,1,4,3,3,3,3.75,1.66666666666667,1.33333333333333,3.5,3,3.33333333333333,0,0,1,0
"166",3073,4,4,4,4,4,3,4,2,152,73,2955,5,4,4,4,2,4,5,4,2,2,2,2,4,4,4,3,4,3.66666666666667,2,4,3.25,4,0,0,1,0
"167",3078,4,4,4,4,4,3,3,2,175,74,494,6,4,4,4,3,4,3,2,2,2,2,2,4,4,4,3,4,2.33333333333333,2,4,3,4,0,0,1,0
"168",3074,3,4,3,2,2,4,3,1,152,130,1005,4,4,3,4,3,4,2,2,2,2,1,2,3,4,4,3,3.75,2,1.66666666666667,3,2.5,3.66666666666667,0,0,1,0
"169",3077,3,4,3,3,4,3,4,2,1737,70,2955,5,4,4,4,3,3,3,2,1,2,2,2,4,3,3,3,3.75,2,2,3.25,3.25,3.33333333333333,0,0,1,0
"170",3080,2,4,3,4,3,2,4,2,167,53,561,6,4,3,3,1,3,2,2,2,2,2,2,4,3,3,3,3.25,2,2,3.25,2.75,3.33333333333333,0,0,1,0
"171",3082,4,4,4,4,4,2,3,2,160,154,91,5,5,4,3,3,4,2,2,2,2,2,4,4,4,4,3,4,2,2.66666666666667,4,2.75,4,0,0,1,0
"172",3083,3,4,3,4,4,4,4,2,163,60,5569,10,4,4,3,2,4,4,4,2,2,2,2,4,4,4,3,3.75,3.33333333333333,2,3.5,3.5,4,0,0,1,0
"173",3084,4,4,2,3,2,2,3,2,168,68,3735,10,4,3,4,3,4,2,2,1,1,2,1,4,4,4,3,3.75,1.66666666666667,1.33333333333333,3.25,2.25,4,0,0,1,0
"174",3088,3,4,4,3,3,2,3,1,183,181,2955,5,4,4,4,3,4,2,3,1,1,1,3,4,4,4,3,4,2,1.66666666666667,3.5,2.25,4,0,0,1,0
"175",3085,4,4,4,4,4,3,4,3,152,7,2803,6,4,4,4,3,3,2,2,3,2,1,2,4,4,4,3,3.75,2.33333333333333,1.66666666666667,4,3.5,4,0,0,1,0
"176",3089,4,4,4,4,5,4,4,3,6,55,1005,4,4,3,4,2,4,1,2,3,2,2,3,4,3,2,3,3.75,2,2.33333333333333,4,4,3,0,0,1,0
"177",3087,3,2,2,2,2,2,3,2,160,60,5569,10,4,2,4,2,2,2,2,2,1,2,1,4,1,3,3,3,2,1.33333333333333,2.25,2.25,2.66666666666667,0,0,1,0
"178",3090,4,4,4,5,4,4,4,1,160,92,2955,5,4,4,4,4,4,2,1,1,1,1,1,4,5,4,3,4,1.33333333333333,1,4.25,3.25,4.33333333333333,0,0,1,0
"179",3091,4,4,4,5,4,3,4,4,169,77,3649,10,4,4,4,2,3,4,4,2,1,1,5,4,3,4,3,3.75,3.33333333333333,2.33333333333333,4.25,3.75,3.66666666666667,0,0,1,0
"180",3009,3,4,4,2,4,3,4,4,178,60,2719,6,4,4,3,3,3,2,2,2,2,2,2,4,2,3,3,3.5,2,2,3.25,3.75,3,0,0,1,0
"181",5004,4,5,4,5,4,3,2,2,178,86,2871,6,4,3,4,1,3,4,2,1,2,2,4,1,4,4,4,3.5,2.33333333333333,2.66666666666667,4.5,2.75,3,0,0,0,1
"182",5005,3,4,4,4,4,3,5,2,183,89,1005,4,4,4,4,1,2,2,2,1,2,2,2,4,4,3,4,3.5,1.66666666666667,2,3.75,3.5,3.66666666666667,0,0,0,1
"183",5006,4,4,4,4,3,2,2,2,160,60,2803,6,2,2,2,1,1,3,4,2,4,4,2,2,2,4,4,1.75,3,3.33333333333333,4,2.25,2.66666666666667,0,0,0,1
"184",5007,4,4,4,5,1,1,1,2,167,61,936,4,4,4,4,2,3,2,2,1,2,2,1,4,4,4,4,3.75,1.66666666666667,1.66666666666667,4.25,1.25,4,0,0,0,1
"185",5009,3,4,3,4,4,2,4,3,164,53,2955,5,4,3,4,2,3,2,2,2,2,2,2,2,2,4,4,3.5,2,2,3.5,3.25,2.66666666666667,0,0,0,1
"186",5011,3,4,4,4,4,2,3,2,157,49,5440,11,3,2,2,1,3,2,2,2,3,2,2,4,4,4,4,2.5,2,2.33333333333333,3.75,2.75,4,0,0,0,1
"187",5012,4,5,5,5,5,4,5,4,162,63,5989,10,4,4,4,4,4,2,2,1,1,2,1,4,4,4,4,4,1.66666666666667,1.33333333333333,4.75,4.5,4,0,0,0,1
"188",5050,4,4,5,5,5,4,4,2,162,61,446,6,4,4,4,1,4,1,1,1,2,2,2,4,4,4,4,4,1,2,4.5,3.75,4,0,0,0,1
"189",5017,5,5,5,5,4,3,3,4,160,48,6371,10,2,1,2,1,1,1,1,1,2,2,1,4,4,5,4,1.5,1,1.66666666666667,5,3.5,4.33333333333333,0,0,0,1
"190",5042,5,5,4,2,4,5,4,1,6,200,236,6,4,5,3,1,4,4,1,4,4,1,4,4,5,4,4,4,3,3,4,3.5,4.33333333333333,0,0,0,1
"191",5015,5,5,5,5,5,3,4,2,161,60,446,6,5,5,5,2,4,2,1,1,2,1,1,5,5,5,4,4.75,1.33333333333333,1.33333333333333,5,3.5,5,0,0,0,1
"192",5014,4,4,4,5,4,3,4,2,165,54,2955,5,4,3,4,2,3,2,2,2,2,2,2,4,4,4,4,3.5,2,2,4.25,3.25,4,0,0,0,1
"193",5016,4,4,3,4,3,4,3,2,170,82,1005,4,4,4,4,2,3,2,2,2,2,3,3,3,2,4,4,3.75,2,2.66666666666667,3.75,3,3,0,0,0,1
"194",5065,4,4,4,4,4,2,4,2,160,55,936,4,3,3,2,2,4,4,4,2,2,2,3,3,2,4,4,3,3.33333333333333,2.33333333333333,4,3,3,0,0,0,1
"195",5018,4,4,4,4,5,3,4,1,149,68,5125,10,4,5,5,2,3,2,1,2,2,2,5,4,4,4,4,4.25,1.66666666666667,3,4,3.25,4,0,0,0,1
"196",5067,3,3,3,4,4,3,4,2,170,75,494,6,4,2,4,1,2,3,3,3,3,2,2,4,4,4,4,3,3,2.33333333333333,3.25,3.25,4,0,0,0,1
"197",5058,3,2,2,2,4,2,3,3,162,74,2955,5,4,4,5,2,3,2,1,2,2,2,2,2,4,4,4,4,1.66666666666667,2,2.25,3,3.33333333333333,0,0,0,1
"198",5062,1,5,3,5,4,4,4,4,187,83,494,6,5,4,5,2,4,2,1,1,1,2,1,5,5,5,4,4.5,1.33333333333333,1.33333333333333,3.5,4,5,0,0,0,1
"199",5061,4,4,4,4,4,4,4,2,158,64,1005,4,5,5,5,2,4,2,1,1,2,1,1,5,5,5,4,4.75,1.33333333333333,1.33333333333333,4,3.5,5,0,0,0,1
"200",5020,3,4,2,2,4,2,4,3,192,118,1005,4,4,4,3,1,3,4,3,3,2,1,4,4,5,5,4,3.5,3.33333333333333,2.33333333333333,2.75,3.25,4.66666666666667,0,0,0,1
"201",5053,3,4,4,4,4,3,4,4,162,107,1005,4,4,3,4,2,3,2,2,2,2,2,2,4,4,4,4,3.5,2,2,3.75,3.75,4,0,0,0,1
"202",5021,4,4,4,5,4,3,4,1,183,96,2329,5,3,4,4,1,2,4,5,4,4,5,2,2,3,4,4,3.25,4.33333333333333,3.66666666666667,4.25,3,3,0,0,0,1
"203",5060,3,3,4,4,2,2,4,4,173,55,2282,6,1,1,1,2,2,2,3,2,1,1,4,4,2,4,4,1.25,2.33333333333333,2,3.5,3,3.33333333333333,0,0,0,1
"204",5019,5,5,5,5,4,3,4,4,153,56,2803,6,4,4,4,4,4,1,1,1,2,2,2,3,4,4,4,4,1,2,5,3.75,3.66666666666667,0,0,0,1
"205",5022,4,4,4,4,4,3,2,3,193,88,936,4,3,2,3,2,1,2,2,2,2,2,2,3,4,4,4,2.25,2,2,4,3,3.66666666666667,0,0,0,1
"206",5046,3,4,4,3,4,3,4,2,165,76,236,6,4,4,4,3,3,5,3,1,1,2,1,3,4,4,4,3.75,3,1.33333333333333,3.5,3.25,3.66666666666667,0,0,0,1
"207",5030,3,4,4,3,3,3,2,2,180,85,2871,6,2,2,2,2,3,1,3,2,2,3,2,4,2,4,4,2.25,2,2.33333333333333,3.5,2.5,3.33333333333333,0,0,0,1
"208",5029,4,4,4,5,5,4,4,2,169,60,446,6,3,2,4,1,2,1,1,1,2,2,2,2,2,3,4,2.75,1,2,4.25,3.75,2.33333333333333,0,0,0,1
"209",5063,5,5,5,5,5,5,5,4,146,53,446,6,5,5,5,2,4,1,1,1,1,2,1,5,4,5,4,4.75,1,1.33333333333333,5,4.75,4.66666666666667,0,0,0,1
"210",5028,2,4,3,2,4,3,4,3,55,15,1005,4,2,3,4,2,3,4,3,2,2,4,2,4,2,4,4,3,3,2.66666666666667,2.75,3.5,3.33333333333333,0,0,0,1
"211",5036,5,5,5,5,4,3,5,1,178,80,1716,5,3,2,2,1,2,2,2,1,3,2,3,2,1,1,4,2.25,1.66666666666667,2.66666666666667,5,3.25,1.33333333333333,0,0,0,1
"212",5069,3,4,3,3,2,2,2,2,154,54,200,6,4,3,3,2,3,2,2,2,2,2,2,4,2,3,4,3.25,2,2,3.25,2,3,0,0,0,1
"213",5037,4,4,4,4,4,3,4,1,154,49,446,6,4,3,3,2,2,2,3,1,3,3,3,2,2,2,4,3,2,3,4,3,2,0,0,0,1
"214",5031,3,4,3,4,4,4,4,4,171,90,3992,10,5,4,5,4,4,1,1,1,1,1,1,5,5,4,4,4.5,1,1,3.5,4,4.66666666666667,0,0,0,1
"215",5057,4,4,4,4,4,3,4,2,160,61,561,6,4,3,4,2,3,4,3,2,2,3,2,4,4,4,4,3.5,3,2.33333333333333,4,3.25,4,0,0,0,1
"216",5047,4,4,3,5,3,3,4,3,183,97,2955,5,4,3,5,2,3,2,2,2,2,2,2,3,4,4,4,3.75,2,2,4,3.25,3.66666666666667,0,0,0,1
"217",5051,4,4,4,4,3,4,4,3,171,105,3649,10,4,3,3,2,2,4,3,1,2,3,2,4,3,4,4,3,2.66666666666667,2.33333333333333,4,3.5,3.66666666666667,0,0,0,1
"218",5044,3,5,4,4,4,3,3,3,182,72,561,6,4,4,5,2,3,2,2,2,3,2,4,2,4,2,4,4,2,3,4,3.25,2.66666666666667,0,0,0,1
"219",5056,4,4,4,4,4,3,4,2,188,91,2955,5,3,2,3,1,2,2,2,2,2,2,2,4,4,4,4,2.5,2,2,4,3.25,4,0,0,0,1
"220",5038,4,4,3,4,4,3,4,3,177,80,2955,5,4,4,5,1,5,4,2,1,1,1,1,5,5,5,4,4.5,2.33333333333333,1,3.75,3.5,5,0,0,0,1
"221",5052,3,4,3,4,3,3,4,3,164,59,2483,6,4,4,4,1,4,4,3,3,2,2,2,4,3,4,4,4,3.33333333333333,2,3.5,3.25,3.66666666666667,0,0,0,1
"222",5035,4,5,4,5,4,4,5,5,190,92,200,6,5,4,5,3,4,2,1,1,1,2,4,4,5,4,4,4.5,1.33333333333333,2.33333333333333,4.5,4.5,4.33333333333333,0,0,0,1
"223",5049,4,4,4,4,4,4,4,3,172,59,2746,5,4,3,4,3,4,4,4,2,2,2,2,4,3,4,4,3.75,3.33333333333333,2,4,3.75,3.66666666666667,0,0,0,1
"224",5043,3,4,4,5,5,3,4,2,160,80,494,6,4,4,4,3,3,2,2,2,1,1,1,3,4,4,4,3.75,2,1,4,3.5,3.66666666666667,0,0,0,1
"225",5066,3,3,3,3,5,2,3,2,178,69,2803,6,4,4,4,3,4,2,2,2,3,3,5,4,4,4,4,4,2,3.66666666666667,3,3,4,0,0,0,1
"226",5059,3,4,4,4,4,3,4,4,180,57,200,6,4,4,5,4,5,2,2,1,1,2,2,5,5,4,4,4.5,1.66666666666667,1.66666666666667,3.75,3.75,4.66666666666667,0,0,0,1
"227",5068,3,4,3,2,4,4,3,3,164,70,2955,5,4,4,4,3,4,2,2,2,2,2,2,4,4,4,4,4,2,2,3,3.5,4,0,0,0,1
"228",5070,3,4,3,2,4,4,3,2,173,56,2719,6,4,3,4,1,3,2,2,2,2,3,2,2,2,2,4,3.5,2,2.33333333333333,3,3.25,2,0,0,0,1
"229",5072,3,3,3,5,5,4,4,3,5,70,2955,5,4,3,3,2,4,5,3,3,1,2,2,2,3,4,4,3.5,3.66666666666667,1.66666666666667,3.5,4,3,0,0,0,1
"230",5073,3,4,4,4,3,3,4,2,155,62,236,6,4,4,4,3,4,2,2,2,2,2,5,4,5,4,4,4,2,3,3.75,3,4.33333333333333,0,0,0,1
"231",5075,3,4,3,3,4,4,2,2,188,120,91,5,4,4,3,3,3,5,4,1,3,3,2,4,3,4,4,3.5,3.33333333333333,2.66666666666667,3.25,3,3.66666666666667,0,0,0,1
"232",5077,3,4,3,4,4,4,4,2,160,54,446,6,4,2,3,2,2,4,4,2,2,2,4,4,4,4,4,2.75,3.33333333333333,2.66666666666667,3.5,3.5,4,0,0,0,1
"233",5078,5,5,5,5,5,5,5,5,157,54,3735,10,5,5,5,1,5,1,1,1,1,1,1,5,5,5,4,5,1,1,5,5,5,0,0,0,1
"234",5083,4,5,4,4,3,3,2,2,175,83,2955,5,4,2,4,1,2,4,4,3,1,2,4,3,4,3,4,3,3.66666666666667,2.33333333333333,4.25,2.5,3.33333333333333,0,0,0,1
"235",5080,3,2,3,2,4,1,4,1,182,83,4416,10,4,2,4,5,4,2,2,1,3,3,2,4,2,2,4,3.5,1.66666666666667,2.66666666666667,2.5,2.5,2.66666666666667,0,0,0,1
"236",5082,4,4,3,4,2,3,3,2,157,96,1005,4,5,4,4,4,4,2,2,1,1,1,1,4,4,4,4,4.25,1.66666666666667,1,3.75,2.5,4,0,0,0,1
"237",5081,4,4,4,4,5,4,3,2,193,90,446,6,4,3,4,3,3,1,1,1,2,2,1,4,3,3,4,3.5,1,1.66666666666667,4,3.5,3.33333333333333,0,0,0,1
"238",5085,5,5,4,4,5,4,4,1,175,85,2955,5,5,4,5,3,4,2,1,2,2,1,4,5,4,5,4,4.5,1.66666666666667,2.33333333333333,4.5,3.5,4.66666666666667,0,0,0,1
"239",5087,3,3,2,2,3,1,3,1,160,79,4167,10,4,3,2,2,3,3,4,4,3,2,2,4,3,2,4,3,3.66666666666667,2.33333333333333,2.5,2,3,0,0,0,1
"240",5086,4,4,4,4,4,4,4,2,167,76,3649,10,4,4,4,2,3,2,2,2,2,2,2,4,4,2,4,3.75,2,2,4,3.5,3.33333333333333,0,0,0,1
